,SubjectID,VideoID,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,user-definedlabel
0,-1.5666989036012806,-1.5666989036012806,1.3371610585944143,0.9778904994694669,-0.7769911708793494,-1.1171164540110714,-0.6817317172079675,-0.7202032110179114,-0.6148092271469145,-0.8902666574139587,-0.8106633781937401,-0.7147525950403735,-1.0404686867171886,0.0
1,-1.5666989036012806,-1.2185435916898848,0.23257194438446907,-1.167565060932167,0.6956884613103776,0.1502222534697113,-0.1855990062132762,-0.27301936894430917,-0.04310279382645504,0.0011230141248512108,2.828627182081059,2.994299063460898,1.2902042307342092,0.0
2,-1.5666989036012806,-0.8703882797784892,0.5532883262234033,-0.21097401895780632,0.12604357647948508,-0.755783627960074,-0.7183494866078011,-0.7970192098216186,-0.5553733244567663,-0.6213977432594409,1.1521516852053466,1.2103699001031258,0.5792564879797928,0.0
3,-1.5666989036012806,-0.5222329678670935,-0.7835907931573224,-1.1968930756911713,-0.8209894771376124,-0.7443765319151536,-0.8462667359274999,-0.7900270088013592,-0.9842560521075933,-1.3951428514741269,-0.33656062258770236,-0.6531445775085623,-1.063688720623599,0.0
4,-1.5666989036012806,-0.17407765595569785,1.3397821991166283,1.2493060995510243,-0.7652004413987369,-0.714250872590891,-0.5446023430891879,-0.4948609987517622,-0.5384832177247443,-0.9936191955398304,-0.763625264140034,-0.5475436468494663,-0.7586459476426763,0.0
5,-1.5666989036012806,0.17407765595569785,0.20714945075650892,-0.31513129597867895,1.5922694119456073,-0.8269181097342487,-0.6113586544427309,-0.7012409392345599,-0.10938959841845826,0.1845918451282091,-0.0315526673176925,0.29036679911307345,0.529201017477451,0.0
6,-1.5666989036012806,0.5222329678670935,0.9548090397431517,1.5834137440966563,-0.9537324422484144,-0.9303589622815093,-0.8813911293698344,-0.5666965688037869,-0.7848253945340562,-1.1139187946606273,-1.014587702046182,-1.0517389570133924,-1.165397261652666,0.0
7,-1.5666989036012806,0.8703882797784892,-0.30759419529114934,-0.5854395964374279,1.5240002939487318,0.12536213888912498,-0.38906808131521387,-0.38141890341164875,-0.16910031272018225,-0.1570659018078721,-0.48791833571264775,-0.30208910921521537,-0.10999383227969681,0.0
8,-1.5666989036012806,1.2185435916898848,1.225951669218026,0.8614867780263953,-0.8883115271630632,-1.1692748547689316,-1.2312992015859832,-1.1592342721663276,-1.0692472024841115,-0.970451985269309,-0.7960827023688304,-0.8363976365407908,-0.4956890450322408,0.0
9,-1.5666989036012806,1.5666989036012806,-0.021292119740532533,0.21669980870032282,0.157016523084412,-1.0809867121898378,-0.9517187737504537,-0.662678156443546,-0.39058665616901983,-0.5527212289381644,-0.41310912750753964,-0.4950076994962438,-0.3313864164662435,0.0
